wallet,roi,tradingFrequency,activityLevel,volatility,sharpeRatio
2RHX1tJwRtKap5gejmuw7j2yjHqJ3DL9g1p5EJWw8Xet,-100.00%,62.81 trades/day,[object Object],7.1001,0.4625
124fXmHBfQDysQgkZSM9d5t15ws5WizJVWZWU5p8XKba,0.00%,48.49 trades/day,[object Object],643.0147,0.3778
9k2DCbTfT6cZ2GwicYEAviysap1zgAsvbDMtmDf83439,7.64%,82.43 trades/day,[object Object],402.6745,0.2486
F6WfSA8RYRDuHtCfANzcYKRXpWk7pPMHdhxR9YZgu8U1,59.74%,33.89 trades/day,[object Object],568.9840,0.3993
8wZghzaoDYDJxgJkyqQkxgfBhj6AGPtvrpAYR7rhXQu4,-100.00%,39.93 trades/day,[object Object],788.9455,0.5463
2rXu4gve3kfY5iqmBgrzVXMgBftUWrgqXHxxJtTTrqXR,2322.91%,78.36 trades/day,[object Object],78.0383,0.1879
5VhVqLDhyybAaxzWdUrjArznvqboAAXHjU9QhnBd3BB6,32.66%,21.13 trades/day,[object Object],627.9371,0.3567
AKgrJYjBhYPJJauJ8VmbLhPR1VTaJ5pVgbwxAPdT4688,0.00%,13.72 trades/day,[object Object],2.7516,0.6598
6axkkkPNR2ffCCs4tjoJ8XgsLuxHcxtxmCrT3cCheqNe,0.00%,48.49 trades/day,[object Object],713.3324,0.4779
5c4y2PQSuvK8EH5N8vRWiVGjwiHS7yoFta3ZauhYkKFq,203.54%,11.54 trades/day,[object Object],97.2387,0.4480
G3h7w3fmaH3jmnW5UWkGXSb4FCnLAUwfdZHMTtnEzhmg,0.00%,28.52 trades/day,[object Object],628.2729,0.3549
5dZUzN9hjP5gNJhLH5NzoW14xJuCFYVds1MPXigk1QNt,34.83%,11.23 trades/day,[object Object],349.2043,0.4225
FGoKhzyqHKDWxzKa2sYqmq4DCeY2rGKE71R8NvvZtchB,119.78%,31.71 trades/day,[object Object],514.5124,0.2819
FvSkEBRuvCFpigi3Z5hNNPdJhy7uHs1bPBygKVftq1wZ,77.43%,39.69 trades/day,[object Object],5.6259,0.3869
H5RQS6pzxUKK8EBtT3xBZHyNYbzDMhYq46vqQZrGUqNz,1.32%,62.81 trades/day,[object Object],5.2651,0.3195
HMHw3C1BFA8Vfn7RwibUp1PkcqZ2dXKc8RZwQ8qx6Pn2,10.23%,205.50 trades/day,[object Object],5.2595,0.2629
FKfmZpdPfXJKfuK82u3VtAPJNs2q3DxwxJcSNjQuv5o1,32.83%,33.82 trades/day,[object Object],497.8392,0.2945
6ZuUZZQD1EG1FpoQhpWY4Rr8ajtVXnsKkLMrN6dYe4Mo,0.00%,62.81 trades/day,[object Object],5.2820,0.3201
CWJoh7S22gUNrS3ZY5bJGLiQd1Ka7mTK7iUKL2ybfBqb,0.00%,17.94 trades/day,[object Object],2.7612,0.3065
Dxmiv7hBPCcPsE8pQ3GrghkQq9RoUXU5TvPGksX8uyz,0.00%,19.98 trades/day,[object Object],6.3247,0.4612
9MuSeFytz7gd48GrpvEgz4jG3WiTvQEUn7v1NZiwGFmo,-31.35%,13.89 trades/day,[object Object],587.1565,0.4671
ETr1VwceXfu367kqqm4WvvUSaby4huGoHVoREcchbnkb,-0.00%,115.38 trades/day,[object Object],123.6714,0.2722
2Eg6mjH4m55VZmdXkcRExx3sbVw2x56vGkGMfrSXSFZB,0.00%,22.26 trades/day,[object Object],745.0380,0.4484
454d5qvSQdhy8mwvJu1Av4rydnR9gGPaQUZzmsjefKwg,0.00%,24.55 trades/day,[object Object],4.9235,0.5392
HbcZdicEdxLFi5FTbr1xBFjL9TDnh8QVwmEtFMERZRcy,-38.74%,8.97 trades/day,[object Object],132.8983,0.3507
5T6vBRW4t4jzPdeFtGh2wZfYJMdUb4TFWJr4C5asJjRq,0.00%,119.85 trades/day,[object Object],291.0346,0.1583
2QXHmLnzrZVNyG1t4HibQ7R7t8fN2DzT9E59Bgj2hVKR,0.00%,45.68 trades/day,[object Object],7.3563,0.4824
6ZvaeZRcnczUGS2nbU3CTRP7JEjs4uDxSYUkUh1psv8q,517.16%,274.37 trades/day,[object Object],236.2860,0.2050
A4rs2jfZZGu8MDWWumYFdzFboCEPNo8ycmVZ7Bicn9zz,12.20%,16.78 trades/day,[object Object],247.5480,0.3530
2BVzEBfkVSuEECWm7yTLYTf8FfZS72bSvfMFdQV5uEWo,0.00%,69.39 trades/day,[object Object],9.7444,0.1099
AoPnJuEDbJJ2facosBEQe87hFDzRGDwRRNSV4kdMuyXx,0.00%,36.38 trades/day,[object Object],46.6384,0.4298
3CY9NFp4PX9AR4aRnu8ZTZHA6HPbRzDAnNX4nmJiXKwT,-15.05%,188.17 trades/day,[object Object],127.8310,0.2465
FvEzgZ8XGjV2AU6zkMAfcUTLm2xA31cBNHGAUbuUoGUo,-2.22%,14.16 trades/day,[object Object],306.9486,0.4043
rg228wbCtK1wBFpeQFuZDB73CnXJUW5TcLZE7TSMLTZ,-12.70%,30.57 trades/day,[object Object],449.7919,0.2324
8MqRTAQnjhDYH7TWS1b1DjFog4CLZfySWE5cZeotG2VW,0.00%,51428.57 trades/day,[object Object],0.0000,0.0000
8b6iz5WbnfXyDbdEXGeWYSMGGgqc68f2QrXGoFX8bgi9,-8.03%,128.03 trades/day,[object Object],691.1527,0.6723
48NmmtRL71Fp2SrHTNPrsPrBUiXLVDty1aaWqRGv9gJw,-1.41%,13.32 trades/day,[object Object],5292.8813,0.2634
2hZE5XYL7hGkiWMf7unokPQH5qDj4upY3VFbYNShQ512,32.70%,12.74 trades/day,[object Object],1089.2927,0.2478
7d4kX2643BuxgLK4UY58ogLv6rg8PTzdyrP35Bnp484D,-31.57%,44.26 trades/day,[object Object],61.4373,0.3820
BuPAwQxqFGUdqdw7ceWBHzUw8tWbdgEneqcsb1BxLb9L,1.80%,67.85 trades/day,[object Object],54.5770,0.2807
6VNzaCFZYdW8F5NgJTkE8e53RLXmkzLKfiUBDrdTzEh2,-0.00%,63.45 trades/day,[object Object],25.1170,0.3778
Fgu8Mp2miFcjfi7UXmfkWrvGePgfWGXswJk6PjHjmCFq,-1.31%,59.37 trades/day,[object Object],304.2308,0.3279
93aJEap86BXabeVHsTNuw9wL5EEHbrYRjCy5dp8QxFsz,458.88%,6.44 trades/day,[object Object],13.4980,0.2776
okv6reNxwwa68Bk7SJ1y5WvD3GG4NktnLZmuu4GRicH,-0.00%,98.34 trades/day,[object Object],990.6342,0.6967
JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,0.00%,617142.86 trades/day,[object Object],1.5562,0.2913
HzNtkV7huNFEk33bA3Bt7hArDpjX4aDDwdfv87Hw7Gvd,6.37%,17.33 trades/day,[object Object],23.2229,0.3515
DyGy2Jt4aN81p2nvhx5J5twSSug5XTGfySZoD7uov2E9,47.66%,17.01 trades/day,[object Object],61.5473,0.4288
3YJLWVUw9Np8WE7GftrXZ8QhSKBwZMsQiYFqHEdTrXci,0.00%,6.17 trades/day,[object Object],86.3746,0.2064
DDxDYwfuB3fiTGGWvCtf3m9KTAbvENgf8VarBMPd7vky,8.61%,15.87 trades/day,[object Object],74.1147,0.3299
2sxUP9QR3zxCEsRsZGRah3mfHZeRQBf6ECiBn6fKtkQF,-3.64%,3.49 trades/day,[object Object],465.8835,0.2845
HYWqBpw7kJmL3ojz7Qp9APav4tu9f4YE8du7M1F6UvrM,-0.00%,50.95 trades/day,[object Object],499.7515,0.3931
E6UJfGMUw42r5ypkZHU29VGtaPmQc8eyF7f8SjhZTzX1,-14.28%,63.60 trades/day,[object Object],808.4380,0.2982
DqyddjVo81DnbgZsFpxj7amGAKo6ti2qjvE9hEya54bW,0.00%,60.25 trades/day,[object Object],13.6624,0.1433
FaecFc2Kgb4i1gUvnzK66Wk5nkZS1Cy95mWnbznsAPeY,-3.94%,179.87 trades/day,[object Object],20.2386,0.1459
6JBycKviksizjU5vavY4C6cNSw6dRMmKWXRGGt6unDYv,0.00%,18.56 trades/day,[object Object],111.0838,0.3696
HzpvuB8QdR5tme42LeZsioNCof9QgLUw2GU2upTzw6vR,0.14%,4.25 trades/day,[object Object],191.4207,0.2652
BsgcNGpWEmM5pMvsXL9KFKAaLuEFHp26zuC91KAKSCef,-100.00%,248.24 trades/day,[object Object],41.5443,0.2287
3pTrRVD3LpPZe8hcLsgR4Tu9butEeqfPsXpnjUvQpycE,-26.09%,29.22 trades/day,[object Object],20.6189,0.1215
BSjSr1ohiK5i23qfiduMRaSvvEqA6BTRbm49AGAsheqQ,-0.00%,2.85 trades/day,[object Object],211.4525,0.1555
BufQtQsGcYh6Rtywhv6UckEDCxAvGEajmEBrxS4TMvE8,-75.23%,19.68 trades/day,[object Object],5909.4547,0.5118
CF26rzu85gWPqn7ZFttPHzrq8bnZcbPdxHg6mESPBDJF,1472.09%,5.08 trades/day,[object Object],95.8925,0.3661
DQ97nu7t7fbhAtZUyam8EzNsxUzw5bgEE5seBfevPwRK,0.01%,187.95 trades/day,[object Object],0.7758,0.1489
2ttpF6vYxazXGuhRnK8Zq3oywsFzffeCQyhhwpnq1wL8,-3.46%,16.79 trades/day,[object Object],102.4364,0.3056
AxeFBDRQDY9kbtNbmGgopBU7zmspv4Fgobc8PkVSB8Qh,5513.08%,20.35 trades/day,[object Object],142.2301,0.2575
j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,0.22%,4110.45 trades/day,[object Object],0.8611,0.2432
B8QRNvc6SB83ZwrUEtwcPL6E8cePFpGQr6PopLRwkDUL,-10.48%,182.92 trades/day,[object Object],97.0541,0.7662
53ayhRUprKfhzuBc9mHSsXkuRsq5DN6buRBCqLJLgHEe,-19.31%,28.76 trades/day,[object Object],353.4533,0.4565
FdxAQnb8qNrZ4bYQJWrpbK4Ub2ysTgryLMNinVJwEn87,0.00%,120.64 trades/day,[object Object],0.0153,-0.0555
7xekV3cTppbJgy3ZCBg2oia7xdfQUAmZc2JNsM17JiSV,-1.37%,56.14 trades/day,[object Object],684.0479,0.6797
4qWmQfCFhGBdTvQEjdowhpvAyn2Z5Hmwx8pdcA2q1JAp,3.20%,41.46 trades/day,[object Object],77.8954,0.4031
DTni4xJ1Pom8hCAnnhzwbpAp7o4uvDasGYLeNWKbRxUK,53.81%,34.91 trades/day,[object Object],857.1959,0.6399
GbWHcLHRz2ceNB76sSsauWh6hniUcCPf6e2kAzyv3zwi,0.00%,25.68 trades/day,[object Object],661.1177,0.3794
FTW3eiah4hUVyWsWL71eVdfyS7efWqUAH15d7dRiovXL,-39.57%,23.85 trades/day,[object Object],226.1669,0.2871
29n5bquxr8SAtFsAEbyi37gpRc9DFLBPLfVJXcYRsYC3,-2.99%,15.43 trades/day,[object Object],185.1978,0.2418
uD85t87BGaBLqA8KHvTwQy8B9m87efEAghnebPXGbaL,-25.81%,10.74 trades/day,[object Object],130.4137,0.3137
GjsTfQhgYcScwtCYTgkn2H3RWZK5uuhyGJDoPGZWLVEV,-0.00%,16.68 trades/day,[object Object],106.0241,0.3730
2eNL5Z7YtCTTaoLipa8DYQjbX2bhsavL4miHfd1LhDV2,0.05%,29.84 trades/day,[object Object],930.7190,0.3284
BC6XCgTaFXd1HCJwVNuaoJKzcJyUPaoLLJDBeTWxGXyA,19.36%,8.11 trades/day,[object Object],131.7227,0.3600
8wUqBpJQLndemvgv3B85AWEq8nabqykKrcdbDFNRzouF,0.50%,15.23 trades/day,[object Object],1827.6943,0.1606
FEySqavZRUZQKbvRdCA2FHL5XGDPCR8M1vDfMgfC3NJb,-18.08%,14.49 trades/day,[object Object],138.9972,0.3843
GwQ8wFw69VXtrDCEZQjXTCr6HpcN9FvpbTx4HJcoDW6y,0.07%,47.34 trades/day,[object Object],89.8624,0.3884
9Msf8EupvumiCceSQYqS6wv63QF74vTWcPZsgGLD4AtZ,-0.00%,191.19 trades/day,[object Object],21.3950,0.6893
2wnuDoXd3Lg3VL13K8PkYPHLjVhHx4YoYf9GT6SjVNaR,45.00%,21.40 trades/day,[object Object],124.4148,0.3792
ALMESxckeqib9DJBACv5ndJ7ezy7Zw4nuS1pYgbruVji,-9.05%,21.81 trades/day,[object Object],36.1060,0.2305
4at4zkeD7sapP4NTpxXzpWjh2o2Mms9sqDf5UCM6zu9s,13.17%,7.71 trades/day,[object Object],2716.8580,0.5723
4UDfk5VLwx52VrVGutZp9FZC5EuBHWqiXyCMjSqmwMFm,0.01%,15.97 trades/day,[object Object],258.9721,0.1991
BtuzwCWZUdnAQ1H18PEvxY83Pg29cH3JhwxRJBt95uFA,-9.94%,131.95 trades/day,[object Object],661.3619,0.6141
Bsu7YvWkeX2nWBP7EnMEm6ntU5VynzLzCjHYA7SePUQR,46.45%,15.30 trades/day,[object Object],84.2818,0.3256
DPk7f45ih1gmnxuDqMXXGQYFbGwwNXoUtsZtnht3FRy7,-0.00%,8.83 trades/day,[object Object],64.0264,0.4169
A7zW4fJXDxaVxE1ZVzubPa956NGsYx9LNbmaoKw6QTqG,209.84%,69.83 trades/day,[object Object],79.9946,0.3885
4BaAMdZdznarzQjkpxmDhudn7L4c7iikEGswZTxiQ87m,-10.90%,44.44 trades/day,[object Object],639.9654,0.4016
DLYNSM4UFpt8NrDnoi1QvX4BvYAV3dfYof1pn1Ac8fmc,-2.09%,51.83 trades/day,[object Object],115.4134,0.3145
FavwU7cTsftNwXNjwfKjY26KziuasnbWD1R4xcRY4oUq,45.81%,41.92 trades/day,[object Object],796.6380,0.3909
6u9ydTfGHjncmk757oiTTwE7EkE2sWZNqpHQdKvjUAxc,5.44%,63.69 trades/day,[object Object],4609.0506,0.4079
8xjwbpyUWFw8VESWwPfaMCS3jTVCFqzTe8qyBHW91pdo,-3.00%,0.47 trades/day,[object Object],29.9056,0.4148
7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,0.00%,19816.51 trades/day,[object Object],31.7685,0.2239
HW8r9g2uccGRvxdYmWLjUTZQebD7RqZM1bERgVwtptrp,-7.40%,24.20 trades/day,[object Object],547.2594,0.4234
d9ELzzgtke3UMAqsnfZqAM2EoZumsW6ziFxtXR3SRaz,-38.49%,28.74 trades/day,[object Object],95.2786,0.2787
CW6XezzEftYw4aALKo96x6oudqBZ3sfVXrfF23hAezdX,0.08%,599.67 trades/day,[object Object],1179.4503,0.2886
CgsM7KA8A5cuQ62zmWbCvnJLdXmS3P1rTZteho2i2PA8,230.74%,74.23 trades/day,[object Object],3234.1770,0.2682
EyQt2ZuPgtnKqcjC5zT4tEP9nn8fM47UYvk6kxCuDuE,9.85%,140.85 trades/day,[object Object],502.5315,0.3112
G1DDnTNrTrQi6AEWLALWBBczVdye9b7UCqatxQJ5yWC2,117.80%,23.75 trades/day,[object Object],204.5312,0.5768
7Z4Qtu2Feih9Rma2YR5gac5z8g4KgLExF8u1WfHyq8H3,-2.68%,78.32 trades/day,[object Object],1723.1464,0.5859
HJLqkCFiNMUsXvqA9btLXFwKpWgCAXXXmNBFnSELvXSC,0.00%,3410.53 trades/day,[object Object],249.1958,0.3222
96rXNaY8Zp7EzwtJxVKM1AAM2itV9jA3VWreiHvz1ujv,0.01%,1.22 trades/day,[object Object],399.2808,0.2935
d41DdxsuxTyt2AZKa7dM4kxTRuseaCVmQe5USYAtS5K,-2.10%,25.80 trades/day,[object Object],97.1581,0.2888
Fe8CGZDVg9Muep5UDeb346hh9tivVzG6EKHYEQ2hfxQx,37.03%,11.01 trades/day,[object Object],6422.8582,0.4811
CywtY7GwPHbQKndQWyZpw3FbvGCu9yt4wfCmMvYDGSTc,3.31%,18.17 trades/day,[object Object],7376.7471,0.5022
2Lt6iD1vpDeMMSbti2pU1Lzg8PAGqpkyoLuYjzV7eBpe,-8.46%,470.41 trades/day,[object Object],159.3427,0.1112
AJ6MGExeK7FXmeKkKPmALjcdXVStXYokYNv9uVfDRtvo,-82.79%,500.33 trades/day,[object Object],921.3189,0.2388
GcA5Cvp5azVm2UwoBkRTXvNWoRdL6UHQMum4ZrtpjUq7,4.48%,257.18 trades/day,[object Object],47.2175,0.3157
DG1ZHC6abrJbG36hUP5wZZ2iLpQY1FMGw9bMA8yaNeq3,-24.15%,11.23 trades/day,[object Object],96.2053,0.2427
FdkhbMfzZegr6dvTmaLYYKfW6XhR1RFoj6b2ddhGEuKh,-39.11%,18.08 trades/day,[object Object],600.9295,0.5292
EcpqncwQAcdZRKQVrVKZSuwchNoT2HtB1DtvKeTNknYH,3.27%,264.11 trades/day,[object Object],1923.9002,0.5732
GMGnmHEjA6udpPAyE8DZGoyMUfcCrUhBnykJpuNoj3nX,-11.39%,8.02 trades/day,[object Object],3428.4704,0.3368
9a23MK7WKkxyb6oJVDrkN7ybmQKwzn4oKKaq6y7vA1U9,-9.50%,39.44 trades/day,[object Object],3969.0348,0.3959
HQLmX9F7pj5BfKDNocnFbxMbaRmTUthQApEBTvWZN5KC,-2.44%,49.30 trades/day,[object Object],2773.4117,0.4495
Bm5BVxkVEHA5fzHzNFBnVa11r4NBiTBQmSxAaQNCuJit,-33.92%,91.91 trades/day,[object Object],2865.7271,0.1819
5gcNUSYdHkggsxLCDDzpE5PFm9BioZo7mrbC5dvLsJ5m,-0.40%,53.27 trades/day,[object Object],311.1794,0.3704
YetiUt8YSqwFwEkCERv1uBXk5F4p1qhP5SzgSqwDEq9,-89.53%,114.16 trades/day,[object Object],59.2900,0.8352
9a2TwHXP4KvBxzUuZS46PEqiYqBqZxEVwPS8BcHEohjL,-2.69%,39.30 trades/day,[object Object],968.5763,0.2719
45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,2498.08%,35.24 trades/day,[object Object],527.1073,0.3372
EErcKzGbaGiiCNhHoGbFbAAJPBwVD6JbxhccMSkFXRzS,-17.63%,88.43 trades/day,[object Object],614.9912,0.4726
7sUYHYjGWabrfTkm43mUWSvJ3zcdwEDNc66fJtFQPdnf,-1.71%,69.42 trades/day,[object Object],137.8155,0.3037
4ncV8vkpXNMnpkW84FpsnJWkRJpjMSjzEHPWkjL9ePGo,9.56%,9.81 trades/day,[object Object],3.0782,0.5715
7DSdQDupeikdA4LQXfbiRuXgxbtGzfTUqWmv1rMSFGjp,-5.77%,83.49 trades/day,[object Object],1155.8172,0.2732
H3hkk4iFeoiLP1nXxPDA1QSdx6xzQPSSZ3VgdYCJXKBm,-15.19%,164.27 trades/day,[object Object],12578.2367,0.5460
3LTTbTZvhSPVhzVXNxwCxC9QYdiGTHXtdxThzfGdRWgV,17.92%,9.49 trades/day,[object Object],1421.5767,0.2818
AWVEyicuGS13ZSMLCTYedRtqknWZeTb4c5qbiifZwmHw,21.42%,52.24 trades/day,[object Object],896.9819,0.6361
9hA5WEi9RYzHgoihXqW2FFgHsxvUtjHbWMGeTu65UGJN,-61.05%,24.23 trades/day,[object Object],403.2556,0.3473
HRbo6zYcYkA9Ne1xjBLz4dfLBWViQe68jSGFJfw7AnHW,-6.30%,25.15 trades/day,[object Object],42.6354,0.3166
AoKuruNJxobLxeXxyH9L35aW2wv2bpDXAFW6rGKEsAb1,0.62%,12.25 trades/day,[object Object],47.1542,0.2523
C1kVQSrNgFXd6u6PFbqDHphsPt98X64dw99FM7xRbQqG,-6.65%,11.84 trades/day,[object Object],83.3264,0.5699
3LMQLZETae8m1duStdvs4Bquex8eqWxEsTrDus2XFw89,0.20%,26.31 trades/day,[object Object],10016.6076,0.3196
Hh67Q6jwk9CnqigWzUoAEXbnKEMTxHetvDofya5agmDa,-67.21%,8.64 trades/day,[object Object],178.2529,0.2964
GbBynUmeBtCxkaRcehEZ3bW9Kfa4YPzPUSXsfxSTz1zt,0.01%,41.65 trades/day,[object Object],3637.3829,0.3091
2HKjUjmE4oUeVDzcoCHtBisew4xL4bEMLznTprzsrJyu,-50.02%,14.29 trades/day,[object Object],305.3872,0.2705
HKeq5MRmZfYzXJX4Zjo7LnftewT7jBZFBvnRoEetrqcL,176.51%,10.68 trades/day,[object Object],203.2735,0.2877
ArisggznLZKzaSbhXbuquDYQeKyodaX6wccfeXyyt6Qy,-0.54%,110.46 trades/day,[object Object],9913.8008,0.2701
Fntw3DRHGrZMTcy6E7Wo3Um6ecmrHBiNJUL8e5tMLR8L,284.12%,41.78 trades/day,[object Object],46.5031,0.4158
9xRX4X5MNioMpSLV2vNYFiHK6HNz8dG1EnnqbHSC4raM,0.00%,9.69 trades/day,[object Object],488.0669,0.3570
4FaACTjBtk2mFe5PNvdDknamvkk996WeUSomvtjPTQbz,-29.48%,44.87 trades/day,[object Object],107.2297,0.2928
8y5bhimPybAHS8afyHRLxXKaXcMrEeqW1vodyXcCisU4,0.03%,27.07 trades/day,[object Object],13.1331,0.1504
FxvphGFNYTiQdkXbn2MSTv7N2Lmo9ZcPg4SmNwAYjsyj,-18.09%,98.70 trades/day,[object Object],459.9791,0.3302
ZG98FUCjb8mJ824Gbs6RsgVmr1FhXb2oNiJHa2dwmPd,-84.97%,101520.00 trades/day,[object Object],5.7772,0.3412
2HqPaB7uVdyrRdbrryPQVPrkCDFxFkChUPSD7M1TiYWP,54.63%,225.86 trades/day,[object Object],1254.9064,0.3284
2J4hM5VnqgfCSuqsNPbMQyAEXxsDAe2xSxyuprdNPyNt,0.00%,27.07 trades/day,[object Object],243.3763,0.4112
6tLRHD5mhTCAHkRnPuM7vMSZbupLdzFmas2MSwznJWoa,-38.86%,215.60 trades/day,[object Object],384.7744,0.2429
FWApxpLtqiRqUDLGghPsWaDGjpa7D3HsdcztJgXRyiUT,0.02%,75.36 trades/day,[object Object],1486.7363,0.4849
4DnVGLrLvfpQAvvNEmWtT4FKcBuRCTmx1X9g4P4b8v6f,-7.66%,501.41 trades/day,[object Object],6.4921,0.5663
4z73L5XrJK3FvFGDExdc7uNwT7641JY9edGGUvdNfGJu,0.00%,225.59 trades/day,[object Object],678.3674,0.2827
Hs6e4LfEA4LrAqBtSmqeLWvqYgPZ1FQsknNsakDEGtDK,-38.16%,4.60 trades/day,[object Object],380.0102,0.2922
AEETXSy2ALophSK2R7utXzELjjpAZdNrrtYb1euK9EGP,-10.11%,159.26 trades/day,[object Object],581.4173,0.3712
7aS7cqXd8e9BSmrywM8b6BoGYbGFECLxdG5cfzBRRVNc,-27.23%,260.55 trades/day,[object Object],1525.8302,0.6800
3em4kPCjewLovnBTxrXj7bP8JGCWfxhVhpYpYqy2eHER,0.06%,23.41 trades/day,[object Object],66.0108,0.1776
5L5VTQrsAMpjaUoeMnkd6zygaBGt52HsGGQ292cZUV4P,-2.11%,9.69 trades/day,[object Object],253.4844,0.3052
AQwdk9o33dusTLbZB4CtcAqii8uj9QFVmtjEGxmSKpvP,-98.92%,65.77 trades/day,[object Object],597.2445,0.3535
9xVz7io8tTxkNxauq9gRGbpbF7EBUk9YUapRGSPLzgV7,-1.26%,325.59 trades/day,[object Object],1804.8253,0.2888
TWLiUw6FmCeUDhpi3LuYTmxFWfjF5WC1ShqaKN1w5vy,-53.41%,19.83 trades/day,[object Object],4395.8371,0.2561
21x6xS1eQUV3taft6JmazgWRdPowHRV9Ziy2fQ2qyDzL,-3.10%,18.67 trades/day,[object Object],532.7537,0.5273
CKFDUzRsennnTNFYpyXA7TSBo3osxwd2ctRvqsFqeYsS,0.00%,67.93 trades/day,[object Object],4800.6384,0.2876
HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,0.00%,11357.75 trades/day,[object Object],395.9025,0.2070
AVniRdCr7e4q3G1LKAVkg8XqmyaGgghWH399buC9G8hP,-15.40%,36.88 trades/day,[object Object],725.9586,0.4262
6xqrKt5qAao3gv6F857iW6uW32hRLk1iP75kRYTbYnKw,-10.30%,88.39 trades/day,[object Object],205.4068,0.1870
EPFDmjJKBX1JrHHpzWRffZQv6jeZuo6o3g6FoeKJG5Ha,12.74%,86.15 trades/day,[object Object],1840.3870,0.2904
3biFgN17V4re69LZLJNW7k8zKGjJCFjwcwAWP9z3hBLs,-1.13%,268.97 trades/day,[object Object],285.5743,0.2601
8KHkB3BJHFMZH85j2McWDfU1BpyhN9C1dsqDPr54BB2V,-17.84%,63.63 trades/day,[object Object],535.4264,0.3692
CVzobsdnGEWViUPULbGr68bjtf6X5FK3HV5xC31eVXUK,-0.19%,24.65 trades/day,[object Object],7.0362,0.2547
E1zGzPY1WdJoHSzf928NWTkZjcAhnUaN1xzF6BhCTsvS,-33.39%,258.44 trades/day,[object Object],969.8384,0.1808
Af8Zu4DMx4KTtpwwKTE4yoYo4B5zoRhcBsxGYp5RN4bE,-8.46%,30.00 trades/day,[object Object],1273.0552,0.4464
3ySpCvXNA6iQoQPxKVxQV2jt2cfMHXQWRqnMGAiTmnxj,-0.00%,1411.23 trades/day,[object Object],47.5263,0.1980
GbYESgwftG3o476nMSvtipGHHi7dS1TNwYzT5ygF6scs,-30.68%,66.73 trades/day,[object Object],731.9993,0.4384
2462iPR7d3zXsoucBQXqTWu7G1jS1AAEUHAc4HZ3Dhkd,0.00%,78.70 trades/day,[object Object],996.1436,0.5815
6emBLG8zZbh9atNTqAnwUCwk3zCENdofN6XwrPDa6Ab1,-1.63%,21.91 trades/day,[object Object],1409.9563,0.4034
NHtdVXcUuzULRJ3GkupLnZcxmUZ4rTP1u9kVkRzcash,0.00%,11314.29 trades/day,[object Object],28.6069,0.2575
ARdCawqGskCnacNws1TDKuHSwHfQyiqwJu9bwhAaa5jj,-5.45%,32.63 trades/day,[object Object],829.7754,0.4546
5U4GPFaCHgf3tvE3NTkTGLHPJBnXN7YCxGrs5Z8QpZwi,0.03%,822.86 trades/day,[object Object],0.0131,-0.0433
HbjRwJqFQJxEEhczcPznd8BJci3wj9fRzAPsP8bSuvCN,0.00%,698.76 trades/day,[object Object],0.0405,0.0208
Cvmo9SmWvBabC6ssW5uwThNKWipYJ6UUycBf4dibdQ97,-2.33%,72.94 trades/day,[object Object],2503.2046,0.3259
3eFn5uFNZgzT6dNthgF7cgD8gD8bkmWZ2iJ57ZxQpV57,2.05%,713.30 trades/day,[object Object],91.7714,0.6702
6HQSM2SwWJvpU74hDjaYi4v4JEGLj5NnNyBuCTsvJVKE,-24.83%,69.36 trades/day,[object Object],4616.9287,0.7210
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0.12%,4000.00 trades/day,[object Object],1.1384,0.3132
2sHV6GgCb5ikVTu3q3Sc9CkpkFvJPw172ZUcNKS4LT7g,-35.16%,39.50 trades/day,[object Object],433.0286,0.4146
HZZN5vfk5vZqF1oePUkj3wRQ98VRDDHDFvUFuEtVHEwD,39.03%,15.39 trades/day,[object Object],162.7754,0.6087
4XL3h77ARiWoQAjjtWixopfXtTTEF28XAWBNy1cP6iuF,-6.94%,34.68 trades/day,[object Object],1809.9682,0.3966
EsUim5khgBd8zVzyQKMF8Ys3oYiKX7MLCi7htb67UoEE,-10.51%,24.88 trades/day,[object Object],710.8427,0.1584
2VK2two7ewiygoSFALj2M9KytoMYVX8SMmDrrDU82vfp,37450214.34%,18.85 trades/day,[object Object],692.0067,0.4488
HwnBwqgHHfZwTBX1fiSe5jpr8hhNu87HThh4dhgsmkJQ,0.69%,84.68 trades/day,[object Object],214.7040,0.3056
Ag3SE6E6ssYSMHyrRpDhXUdVd6SxoxtbZJhN3EFcWnRU,-99.97%,16.69 trades/day,[object Object],18.2116,0.1898
CkBubiN6JWBZbxqVa3PUP3ShzfNVPY1MqkwYkvFFVYgY,-48.18%,68.25 trades/day,[object Object],1485.5765,0.4019
GX9nfVpdZ9eHpcPTDCCf5zaJr9MoVQNGpAywYMuTtGvU,12.49%,14.92 trades/day,[object Object],54.4742,0.3538
597AuqM1LWWVoCxQ3GGoMJDqYfBaYejCRWU3Jui6XfiW,0.00%,61.41 trades/day,[object Object],4159.9048,0.2496
